grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	background	tsg
ENST00000265343	NM_014423	ENST00000265343	NM_014423	27125	AFF4	True			AFF4, a scaffolding protein involved in transcriptional regulation, is infrequently altered in cancer.	"AFF4 (AF4/FMR2 family member 4 ) is a scaffolding protein that helps assemble and is a core component of the transcription super elongation complex (SEC) (PMID: 31147444, PMID: 22895430). The SEC functions to remove RNA polymerase II from proximal-promoter pausing, thus regulating the rapid induction of gene transcription. AFF4 has also been shown to play a role in the transcriptional activation of HIV-1 viral genes (PMID: 28134250, PMID: 26007649). AFF4 has many direct transcriptional targets such as MYC and JUN, and has been linked to transcriptional upregulation of TMEM100, ZNF711, and FAM13C, among others (PMID: 25730767). Germline gain-of-function mutations in the highly conserved fourteen amino acid ALF (AF4/LAF4/FMR2) homology domain of AFF4 underlie the germline syndrome CHOPS (C-cognitive impairment and coarse facies; H-heart defects; O-obesity; P-pulmonary involvement; S-short stature and skeletal dysplasia)(PMID: 25730767, PMID: 31058441). AF4-domain-mutation of the AFF4 gene specifically in Purkinje cells in the brain was identified as the cause of neurodegeneration in a ""robotic mouse"" model that developed early-onset de novo ataxia and cataracts (PMID: 12629167). In cancer, alterations of the SEC can allow unregulated transcriptional elongation and lead to tumorigenesis. AFF4-KMT2A (MLL) fusions have been identified in pediatric acute leukemia, whereby the AF4 domain of AFF4 interacts with selectivity factor 1 (SL1) on chromatin to load TATA-binding protein (TBP) onto the promoter to initiate RNA polymerase II-dependent and constitutive transcription (PMID: 28701730, PMID: 27865805, PMID: 26593443). Overexpression of AFF4 has been observed in human head and neck squamous cell cancer (HNSCC) (PMID: 29741610) and melanoma (PMID: 33417923). In preclinical models, AFF4 overexpression enhanced proliferation, migration and invasion of HNSCC and melanoma cells through SOX-2 and c-Jun, which could be reversed with AFF4 depletion via siRNA. In bladder cancer cell line models, METTL3, an important RNA N6-adenosine methyltransferase, was found to be overexpressed resulting in m6A modification of AFF4, leading to enhanced promoter binding and transcription of MYC (PMID: 30659266)."	False
ENST00000312916	NM_018046.4	ENST00000312916	NM_018046.5	55109	AGGF1	True			AGGF1, an angiogenic factor, is infrequently altered in cancer.	AGGF1 encodes for an angiogenic factor that functions in regulating angiogenesis and vascular development (PMID: 27522498). AGGF1 interacts with the angiogenic factor TNFSF12 and activates the AKT signaling pathway to promote angiogenesis (PMID: 14961121, 27522498). Germline mutations of AGGF1 have been implicated in the congenital condition Klippel-Trenaunay syndrome (PMID: 27522498, 23197652). Overexpression of AGGF1 in various cancer cell lines and models induces increased tumor angiogenesis and vascular invasion, suggesting that AGGF1 functions predominantly as an oncogene (PMID: 25796501, 34354374, 31881864). AGGF1 amplification has been identified in various cancers, including hepatocellular carcinoma and colorectal cancer (PMID: 29340079, 31881864).	False
ENST00000355413	NM_018238.3	ENST00000649286	NM_018238.4	55750	AGK	True			AGK, a mitochondrial acylglycerol kinase, is altered by chromosomal rearrangement in melanoma, thyroid and lung cancers, among others.	AGK encodes for a mitochondrial acylglycerol kinase that functions in lipid and glycerolipid metabolism (PMID: 15939762). AGK phosphorylates monoacylglycerol and diacylglycerol to the forms lysophosphatidic acid and phosphatidic acid, respectively, which play roles in signaling pathways that regulate cellular survival and proliferation (PMID: 15939762, 28712724, 28712726). Overexpression of AGK in various cancers induces cellular proliferation, invasion and the expression of the epithelial-mesenchymal transition markers, suggesting that AGK functions predominantly as an oncogene (PMID: 32827244, 24886245, 19549252, 15939762). AGK amplification has been identified in various cancers, including gastric cancer and ovarian cancer (PMID: 32827244, 35934718). AGK is a recurrent fusion partner of BRAF, forming the AGK-BRAF fusion that has been identified in various cancers, including lung cancer, melanoma and thyroid cancer (PMID: 27037835, 30924609, 23890088, 30831205).	False
ENST00000373204	NM_012199.2	ENST00000373204	NM_012199.2	26523	AGO1	True			AGO1, an enzyme involved in RNA-mediated gene silencing, is overexpressed in various cancer types.	AGO1 (also Argonaute-1) is an RNA silencing protein that is a member of the Argonaute family (PMID: 15105377, 23746446). AGO1 regulates RNA-mediated gene silencing, or RNA interference (RNAi) (PMID: 15105377, 23746446). Argonaute proteins are an essential component of the RNA-induced silencing complex (RISC), which is guided to mRNA targets by mircoRNAs (miRNAs) and small interfering RNAs (siRNAs) (PMID: 19239886, 23654304, 17928262). Upon single-stranded RNA-mediated complementarity-based recognition of mRNAs, AGO1 inhibits translation of the mRNA target (PMID: 22231398). In addition, AGO1 has diverse roles in the regulation of small RNA processing including translation repression, regulation of miRNA maturation and heterochromatin formation (PMID: 22961379, 22231398). AGO1 is altered by overexpression in various cancers, such as in colorectal and hepatocellular cancer (PMID: 29487329, 20146808). Somatic mutations in AGO1 have been identified, however, have not been functionally characterized. Loss of AGO1 in hepatocellular cancer cell lines resulted in decreased proliferation and invasion, suggesting that AGO1 functions as an oncogene (PMID: 29487329, 24086155).	False
ENST00000220592	NM_012154.3	ENST00000220592	NM_012154.3	27161	AGO2	False			AGO2, an enzyme involved in the RNA-mediated gene silencing, is overexpressed in various cancer types.	AGO2 is an essential protein that regulates RNA-mediated gene silencing, or RNA interference (RNAi). AGO2 is the catalytic component of the RNA-induced silencing complex (RISC) and has endonuclease activity (PMID: 15105377, 23746446). Upon single-stranded RNA-mediated, complementarity-based recognition of mRNAs, AGO2 either cleaves or inhibits translation of its targets (PMID: 19239886, 23654304). In addition, AGO2 has diverse roles in the regulation of small RNA processing including translation repression, regulation of miRNA maturation and heterochromatin formation (PMID: 26284139). Oncogenic proteins, such as mutant KRAS, can also complex with AGO2 to mediate gene silencing (PMID: 26854235). AGO2 is altered by amplification and overexpression in various cancers, such as ovarian, breast and prostate (PMID: 20146808, 24427355). In contrast, AGO2 protein levels are depleted in some melanoma tumor samples (PMID: 24169347). Differential AGO2 expression levels have been linked to dysregulated RNA processing (PMID: 23201202).	False
ENST00000279146	NM_003977.2	ENST00000279146	NM_003977.4	9049	AIP	False			AIP, an aryl hydrocarbon receptor-interacting protein, is infrequently altered in cancer.	AIP, a member of the FKBP family, encodes for an aryl hydrocarbon receptor-interacting protein (PMID: 9111057). AIP interacts with various proteins, such as phosphodiesterases and G-proteins, to regulate the cAMP-dependent protein kinase pathway (PMID: 29726992). The cAMP-dependent protein kinase pathway is involved in the regulation of pituitary cell proliferation and hormone secretion and is frequently dysregulated in pituitary tumors (PMID: 24373949). Germline mutations of AIP have been identified in familial isolated pituitary adenoma and sporadic macroadenomas (PMID: 23371967). The oncogenic function of AIP is likely tissue-specific. Overexpression of AIP in colon epithelial cells and diffuse large B-cell lymphoma samples induces increased cellular migration, invasion and increased cellular survival, suggesting that AIP functions predominantly as an oncogene in these contexts (PMID: 35347323, 31042473). In contrast, loss of AIP function in pituitary tissue induces cellular proliferation and tumor growth, suggesting that AIP functions predominantly as a tumor suppressor gene in this context (PMID: 18381572). AIP has been shown to interact with the RET signaling pathway in somatotropic cells, and AIP mutations have been found to disrupt the RET-mediated apoptotic pathway, thereby promoting tumor growth (PMID: 34588620).	False
ENST00000262713	NM_032876.5	ENST00000262713	NM_032876.5	84962	AJUBA	False			AJUBA, a scaffolding protein included in many protein complexes, is altered by mutation in various cancer types including head and neck, orpharyngeal, and esophageal cancer.	AJUBA is a scaffolding protein that is a member of the Zynzin/Ajuba LIM-domain containing protein family (PMID: 31740385, 15520811). AJUBA is a promiscuous protein that can shuttle between the nucleus and cytoplasm to mediate protein-protein interactions (PMID: 15520811, 17909014). Binding of AJUBA modulates the activity of many protein complexes involved in regulating diverse cellular processes including cellular adhesion, tension sensing, cellular motility, mitosis and microRNA processing, among others (PMID: 31740385, 12417594, 13678582, 20616046, 17621269). In addition, AJUBA is an important mediator of many signaling pathways including WNT, MAPK and Hippo pathways (PMID: 31740385, 24336325). For example, AJUBA interacts with LATS2, an important kinase in the Hippo pathway, to mediate downstream signaling (PMID: 24336325). In addition, AJUBA functions as a transcriptional co-repressor that interacts with SLUG domain proteins (involved in the epithelial to mesenchymal transition), nuclear hormone receptors and SP1 (PMID: 17909014, 20133701). Reduced activity of AJUBA in cancer-derived cell lines results in enhanced proliferation, anchorage-independent growth and increased growth in murine xenografts (PMID: 30006462, 24336325), suggesting that AJUBA predominantly functions as a tumor suppressor. However, AJUBA expression has also been found to be an indicator of poor prognosis and cancer progression in several tumor types (PMID: 27172796, 29299158, 30597111, 28422308). Somatic mutations in AJUBA are found in various cancer types including head and neck, orpharyngeal, esophageal squamous cancer, among others (PMID: 25631445, 30046007, 29127303, 25839328, 25303977). AJUBA alterations are predicted to be loss-of-function and patients with these alterations may be sensitive to mitotic inhibitors (PMID: 25631445, 28126323).	True
ENST00000349310	NM_001014431.1	ENST00000349310	NM_001014431.1	207	AKT1	True	1		AKT1, an intracellular kinase, is altered predominantly by mutation in various cancer types including breast and endometrial cancers.	AKT1 is a serine/threonine protein kinase that is a critical downstream effector in the PI3K (phosphoinositide 3-kinase) signaling pathway. Following activation of PI3K, cytosolic inactive AKT1 is recruited to the membrane and engages PIP3 (PtdIns3,4,5-P3), leading to phosphorylation and activation of AKT1 (PMID: 28431241). AKT1 can activate a number of downstream substrates, including GSK3, FOXO and mTORC1, which are critical for cellular survival, proliferation, and metabolism (PMID: 9843996, 7611497). Negative regulation of AKT1 occurs when PI3K signaling is terminated by PTEN phosphatase activity (PMID: 28431241). AKT1 is frequently activated in cancers, typically through activation of the PI3K pathway or by inactivation of PTEN (PMID: 28431241). Activating mutations in AKT1 (PMID: 17611497, 23134728, 20440266) and infrequent AKT1 gene amplification (PMID: 18767981) have been identified in human cancers, which allow for phosphoinositide-independent AKT1 activation. The ATP-competitive AKT1 inhibitor AZD5363 has demonstrated activity in patients with AKT1-mutant cancers (PMID: 28489509). Negative feedback mechanisms can mediate AKT-inhibitor resistance in human cancers with dysregulated AKT signaling (PMID: 29535262, 29339542).	False
ENST00000344175	NM_001098633.3	ENST00000344175	NM_001098633.4	84335	AKT1S1	True			AKT1S1, a proline-rich substrate of AKT, is infrequently altered in cancer.	AKT1S1 encodes for a proline-rich substrate of the serine/threonine kinase AKT and functions primarily as a negative regulator of the rapamycin complex 1 (mTORC1) (PMID: 29236692, 17510057). mTORC1 stimulates anabolic reactions and macromolecule biosynthesis to promote cellular growth (PMID: 29236692, 17510057). The regulation of mTORC1 by AKT1S1 is dependent on the presence of insulin (PMID: 29236692). Overexpression of AKT1S1 in hepatocellular carcinoma models demonstrates increased tumor growth and cellular proliferation, suggesting that AKT1S1 functions predominantly as an oncogene (PMID: 31901857). Overexpression of AKT1S1 has been identified in various types of cancer, including gastric cancer, melanoma, prostate cancer and non-small cell lung cancer (PMID: 24701227, 17440074, 25075204, 21505451). Preclinical studies have demonstrated the potential sensitivity of AKT1S1 amplification to AKT inhibitors as measured by the reduction of AKT1S1 expression in xenograft models treated with AZD5363 (PMID: 22294718).	False
ENST00000392038	NM_001626.4	ENST00000392038	NM_001626.4	208	AKT2	True			AKT2, an intracellular kinase, is altered by mutation or amplification in various cancer types.	The AKT2 protein is a serine/threonine protein kinase that is a critical downstream effector in the PI3K signaling pathway. AKT2, along with closely related AKT1 and AKT3, are members of the AGC kinase family. Effects of AKT activation include cell cycle progression and increased migration, differentiation and glucose homeostasis (PMID: 12094235). AKT2 activation occurs when its pleckstrin homology domain (PHD) dislodges from the kinase domain (KD), localizes to the cell membrane, and several of its key residues become phosphorylated (PMID: 9374542). AKT2 is an oncogene that is activated in numerous cancers, mostly through amplification of the 19q13.1-q13.2 chromosomal region (PMID: 1409633, 9496907) or overexpression (PMID: 11756242), which promote invasion and metastasis (PMID: 12517798). Germline autosomal dominant mutations in AKT2 are associated with familial diabetes mellitus in humans (PMID: 15166380). There are numerous drugs that target the PI3K/AKT pathway, including inhibitors of AKT itself, and inhibitors of PI3K and mTOR (PMID: 19629070).	False
ENST00000263826	NM_005465.4	ENST00000263826	NM_005465.4	10000	AKT3	True			AKT3, an intracellular kinase, is altered by mutation or amplification in various cancer types.	The AKT3 protein is a serine/threonine protein kinase that is a downstream effector in the PI3K signaling pathway. AKT3, along with closely related AKT1 and AKT2, are members of the AGC kinase family. Effects of AKT activation include cell cycle progression and increased migration, differentiation and glucose homeostasis (PMID: 12094235). AKT3 activation occurs when its pleckstrin homology domain (PHD) dislodges from the kinase domain (KD), localizes to the cell membrane, and several of its key residues become phosphorylated (PMID: 1209423)5). AKT3 is an oncogene and is amplified in many cancers, including glioblastoma (PMID: 19597332, 25737557). There are numerous drugs that target the PI3K/AKT pathway, including inhibitors of AKT itself, as well as inhibitors of PI3K and mTOR (PMID: 19629070).	False
ENST00000295897	NM_000477.5	ENST00000295897	NM_000477.5	213	ALB	False			ALB, an abundant protein in blood plasma, is infrequently altered in various cancer types.	ALB (also serum albumin) is the most abundant protein in blood plasma and composes half of human serum (PMID: 30097614, 25161624). ALB is produced in the liver as the precursor prealbumin before transport to relevant sites for processing (PMID: 2503514). The main function of ALB is to serve as a carrier for proteins that aren’t soluble, including hormones, fatty acids, metals, toxins and bilirubin, among others (PMID: 26055641). In addition, ALB associates with drugs, which can either positively or negatively impact their activity (PMID: 26055641, 25161624, 31704999). Paciltaxel, a breast cancer therapy, is an example of a drug that can be pre-loaded onto albumin prior to injection in an effort to improve drug efficacy (PMID: 25161624). Receptor-mediated endocytosis of ALB is a mechanism of nutrient scavenging in rapidly proliferating cancer cells  (PMID: 30097614, 26055641). ALB is then bound by the internal scavenging receptors gp30 and gp18, which break ALB into amino acids and fatty acids (PMID: 8463286). The Fc receptor is an important regulator of endocytic recycling of ALB; downregulation of this receptor is found in cancer (PMID: 27384673). Patients with various malignancies, including cancer, may experience hypoalbuminemia (low albumin) and hyperalbuminemia (high albumin) (PMID: 27612919). Serum albumin levels can be utilized as prognostic markers in several cancer types, with hypoalbuminemia predominantly a predictor of poor outcome (PMID: 28838406, 29183294,31531785). Variants in albumin have been identified; however, the exact function of these alterations is unclear (PMID: 23558059).	False
ENST00000258494	NM_001034173	ENST00000258494	NM_001034173	160428	ALDH1L2	True			ALDH1L2, a mitochondrial aldehyde dehydrogenase, is infrequently altered in cancer.	ALDH1L2 encodes for a folate-dependent mitochondrial aldehyde dehydrogenase that functions in lipid metabolism and various CoA-dependent pathways, such as B-oxidation and the Krebs cycle (PMID: 21238436, 33168096). ALDH1L2 is the mitochondrial homolog of the cytosolic aldehyde dehydrogenase, ALDH1L1 (PMID: 20498374). ALDH1L2 is a key enzyme in the production of reduced NADPH for the mitochondria, allowing for the reduction of oxidized glutathione, and facilitates the regeneration of tetrahydrofolate (PMID: 27211901, 24805240, 33168096, 30500537). Knockdown of ALDH1L2 in various cancer cells inhibits metastasis and cell growth, suggesting that ALDH1L2 functions predominantly as an oncogene (PMID: 26466563, 35565854). Amplification of ALDH1L2 has been identified in various types of cancer, including glioblastoma and colorectal cancer (PMID: 35565854, 20498374).	False
ENST00000261733	NM_000690	ENST00000261733	NM_000690	217	ALDH2	False			ALDH2, an acetaldehyde dehydrogenase, is infrequently altered in cancer.	ALDH2, a member of the acetaldehyde dehydrogenase family, functions in the oxidation-reduction reaction of ethanol and aldehydic products (PMID: 22339434). The removal of endogenous aldehydes generated by ROS-mediated peroxidation is a significant function of ALDH2 as high levels of aldehydic products, such as malondialdehyde, have been associated with poor patient prognosis (PMID: 31597313, 31652642, 31168172). ALDH2 deficiency in various tumor cell and mouse models leads to acetaldehyde-induced DNA interstrand crosslinks, DNA double-strand breaks and tandem mutations, suggesting that ALDH2 functions predominantly as a tumor suppressor gene (PMID: 32066963, 21734703, 28114741, 29323295). Loss of ALDH2 function has been identified in various cancers, including lung adenocarcinoma, hepatocellular carcinoma and esophageal cancer (PMID: 31071657, 28027570, 16822169). The ALDH2 variant, ALDH2*2, is one of the most commonly identified polymorphisms associated with ALDH2 deficiency and leads to higher susceptibility to cancer risk with alcohol consumption (PMID: 17431955, 35048370).	True
ENST00000389048	NM_004304.4	ENST00000389048	NM_004304.4	238	ALK	True	1	R2	ALK, a receptor tyrosine kinase, is recurrently altered by chromosomal rearrangements in various cancer types including anaplastic large cell lymphoma, non-small cell lung cancer and inflammatory myofibroblastic tumors.	ALK is a receptor tyrosine kinase that is a member of the insulin receptor family (PMID: 24060861). Ligand binding to ALK results in activation of downstream signaling including the JAK-STAT, RAS-MAPK, PI3K-mTOR and JUN pathways (PMID: 24060861, 24715763). ALK signaling plays an important role in nervous system development (PMID: 9053841) as well as regulation of cell growth, differentiation, and transformation (PMID: 19737948). ALK translocations are common in cancer and predominantly result in the constitutive activation of ALK kinase activity. The nucleophosmin (NPM1)-ALK fusion protein is found in 60% of anaplastic large cell lymphomas (ALCLs) (PMID: 9736036) while the EML4-ALK fusion protein is found in 3-5% of non-small cell lung cancer (NSCLC) (PMID: 25079552). Additional ALK translocations have been found in a variety of tumor types including inflammatory myofibroblastic tumor (IMT), neuroblastoma and rhabdomyosarcoma (PMID: 24060861). ALK is found overexpressed or somatically mutated in multiple cancers, and secondary mutations in ALK are common after treatment with tyrosine kinase inhibitor therapy (PMID: 24060861). The ALK kinase inhibitors crizotinib, ceritinib, alectinib, and brigatinib have been FDA-approved for the treatment of ALK-rearranged non-small cell lung cancer (PMID: 27413075, 25754348, 25170012).	False
ENST00000319144	NM_001139.2	ENST00000647874	NM_001139.2	242	ALOX12B	False			ALOX12B, an enzyme involved in lipid metabolism, is altered by mutation, deletion and amplification in various cancer types.	ALOX12B (also 12R-LOX) is a lipoxygenase that is a member of the LOX protein family (PMID: 24021977). 12R-LOX, the enzyme encoded by the gene ALOX12B, mediates fatty acid metabolism by catalyzing the addition of an oxygen molecule to arachidonic acid, generating the molecule 12R-HPETE (PMID: 24021977). 12R-LOX is active primarily in the skin and other epithelial tissues (PMID: 9618483, 10100631, 10446122) and plays an important role in the establishment of the epidermal barrier function (PMID: 17403930, 21558561). Another LOX family member, eLOX3, is required for the downstream synthesis of hepoxilins after 12R-HPETE generation; these play key roles in epithelial permeability and signaling (PMID: 15629692, 24021977, 19558494). ALOX12B also mediates immunosuppressive activity by decreasing antigen presentation on T cells (PMID: 22503541). Inactivating mutations in ALOX12B have been observed in autosomal recessive congenital ichthyosis, a clinically and genetically heterogeneous disease characterized by dried, scaling skin (PMID: 11773004, 16116617, 15629692, 19131948, 17139268). Somatic missense, nonsense mutations and deletions of ALOX12B are found in a wide range of cancers, including melanoma and other skin cancers; however, these alterations have yet to be functionally validated (cBioPortal, MSKCC, April 2020). Amplification of ALOX12B in breast and ovarian cancer has been associated with reduced cytolytic activity by the immune system (PMID: 25594174). In addition, ALOX12B is activated in cancer cells treated with therapies that induce arachidonic acid via a p53-dependent mechanism (PMID: 30258081).	False
ENST00000380183	NM_001141.2	ENST00000380183	NM_001141.3	247	ALOX15B	False			ALOX15B, a lipoxygenase, is infrequently altered in cancer.	ALOX15B, a member of the lipoxygenase family, encodes for a heme iron-containing dioxygenase that functions predominantly in the production of fatty acid hydroperoxides (PMID: 32404334, 24282679, 24497644). ALOX15B converts arachidonic acid to 15S-hydroperoxyeicosatetraenoic acid through the insertion of peroxyl groups (PMID: 12704195, 17493578). In addition to lipoxygenase function, ALOX15B has been identified to negatively regulate cell cycle progression and cellular proliferation (PMID: 11839751, 12704195). The oncogenic function of ALOX15B is likely tissue-specific. Transgenic expression of ALOX15B in prostate cancer models induces cellular senescence, suggesting that ALOX15B functions predominantly as a tumor suppressor gene in this context (PMID: 20514017, 15247906). Reduced expression of ALOX15B has been identified in breast cancer and prostate cancer (PMID: 16556493, 10393855). Conversely, overexpression of ALOX15B has been identified in colorectal cancer, lung adenocarcinoma and ovarian cancer (PMID: 32509568, 30110652, 27215396).	True
