grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	tsg	highestResistancLevel
ENST00000317025	NM_023034.1	ENST00000317025	NM_023034.1	54904	NSD3	FALSE			NSD3, a histone methyltransferase, is altered by amplification in various cancers.	FALSE	
ENST00000343289	NM_001134373.2	ENST00000343289	NM_001134373.2	22978	NT5C2	TRUE			NT5C2, a 5' nucleotidase, is frequently altered by mutation in relapsed hematopoietic malignancies.	FALSE	
ENST00000219066	NM_002528.5	ENST00000219066	NM_002528.5	4913	NTHL1	FALSE			NTHL1, a DNA damage repair protein, is mutated in the germline of families with hereditary cancer syndromes.	TRUE	
ENST00000524377	NM_002529.3	ENST00000524377	NM_002529.3	4914	NTRK1	TRUE	1	R2	NTRK1, a receptor tyrosine kinase, is altered by mutation or chromosomal rearrangement in various cancer types including lung and colorectal cancers.	FALSE	R2
ENST00000277120	NM_006180.3	ENST00000277120	NM_006180.3	4915	NTRK2	TRUE	1		NTRK2, a receptor tyrosine kinase, is altered by mutation or chromosomal rearrangement in a diverse range of cancers.	FALSE	
ENST00000360948	NM_001012338.2	ENST00000360948	NM_001012338.2	4916	NTRK3	TRUE	1	R2	NTRK3, a receptor tyrosine kinase, is altered by mutation or chromosomal rearrangement in a diverse range of cancers including melanoma and lung cancers.	FALSE	R2
ENST00000271452	NM_031423.3	ENST00000271452	NM_031423.3	83540	NUF2	TRUE			NUF2, a protein involved in mitosis, is altered by amplification in various cancers.	FALSE	
ENST00000308159	NM_014669.4	ENST00000308159	NM_014669.4	9688	NUP93	FALSE			NUP93 encodes subunit of the nucleoporin complex that controls the transport of molecules across the nuclear envelope.	FALSE	
ENST00000359171	XM_005252950.1	ENST00000355260	NM_139132.4	4928	NUP98	TRUE			NUP98, a protein involved in the nuclear pore and nuclear-cytoplasmic trafficking, is altered by chromosomal rearrangements in hematologic malignancies.	FALSE	
ENST00000333756	XM_011521429.1	ENST00000333756	XM_011521429.1	256646	NUTM1	FALSE			NUTM1, a gene of unknown function, is recurrently altered by chromosomal rearrangement in NUT midline carcinoma.	FALSE	
NA	NA	NA	NA	-2	Other Biomarkers	FALSE	1			FALSE	
ENST00000381297	NM_178129.4	ENST00000381297	NM_178129.4	286530	P2RY8	FALSE			P2RY8, a member of the G-protein coupled receptor family, is altered by mutation or fusion in lymphomas.	TRUE	
ENST00000356341	NM_002576.4	ENST00000356341	NM_002576.4	5058	PAK1	TRUE			PAK1 encodes a serine/threonine kinase involved in cytoskeletal remodeling and cellular motility, adhesion and survival. Amplifications and overexpression of PAK1 are found in a variety of cancers.	FALSE	
ENST00000353224	NM_177990.2	ENST00000353224	NM_177990.2	57144	PAK5	TRUE			PAK5, a serine/threonine kinase, is altered by mutation in various cancer types, including melanoma and lung cancers.	FALSE	
ENST00000261584	NM_024675.3	ENST00000261584	NM_024675.3	79728	PALB2	FALSE	1		PALB2 is a component of the Fanconi anemia complementation (FANCC) group involved in DNA double-strand break repair. Germline mutations of PALB2 are associated with Fanconi anemia and predispose to breast cancer.	TRUE	
ENST00000366794	NM_001618.3	ENST00000366794	NM_001618.3	142	PARP1	FALSE			PARP1 encodes a nuclear protein modifier enzyme involved in the DNA repair pathway. PARP1 inhibition has been shown to be effective in germline BRCA-deficient tumors, triple-negative breast cancer (TNBC), chronic lymphocytic leukemia, and ovarian serous papillary carcinoma.	TRUE	
ENST00000358127	NM_016734.2	ENST00000358127	NM_016734.2	5079	PAX5	FALSE			PAX5 encodes a transcription factor involved in B-cell development. Translocations of PAX5 are found in lymphomas and leukemias.	TRUE	
ENST00000263334	NM_003466.3	ENST00000348715	NM_003466.3	7849	PAX8	TRUE			PAX8, a transcription factor, is overexpressed in various cancer types and chromosomal rearrangements involving this gene are found in thyroid cancers.	FALSE	
ENST00000394830	NM_018313.4	ENST00000394830	NM_018313.4	55193	PBRM1	FALSE			PBRM1 encodes a tumor suppressor and component of the SWI/SNF chromatin-remodeling complex. Inactivating mutations of PBRM1 are frequently found in renal carcinoma.	TRUE	
ENST00000303577	NM_006196.3	ENST00000303577	NM_006196.3	5093	PCBP1	FALSE			PCBP1, an RNA binding protein, is recurrently altered by mutation in Burkitt's lymphoma and gastrointestinal adenocarcinomas.	FALSE	
ENST00000334409	NM_005018.2	ENST00000334409	NM_005018.2	5133	PDCD1	TRUE			PDCD1 is a key mediator of immune self tolerance and several cancer entities highly express PDCD1 to evade anti-tumoral immune response. Anti-PD1 therapy has been successful in PD1 expressing cancer.	FALSE	
ENST00000397747	NM_025239.3	ENST00000397747	NM_025239.3	80380	PDCD1LG2	TRUE			PDCD1LG2, a ligand of T-cell receptors involved in immune suppression, is overexpressed in various cancer types.	FALSE	
ENST00000331163	NM_002608.2	ENST00000331163	NM_002608.2	5155	PDGFB	TRUE	1		PDGFB, a growth factor that activates PDGFR signaling, is recurrently altered by rearrangement in dermatofibrosarcoma protuberans (DFSP), a sarcoma of the skin, and related diseases.	FALSE	
ENST00000257290	NM_006206.4	ENST00000257290	NM_006206.4	5156	PDGFRA	TRUE	1	R1	PDGFRA, a receptor tyrosine kinase, is altered by mutation, chromosomal rearrangement or amplification in a diverse range of cancers.	FALSE	R1
ENST00000261799	NM_002609.3	ENST00000261799	NM_002609.3	5159	PDGFRB	TRUE	1		PDGFRB, a receptor tyrosine kinase, is infrequently mutated in solid tumors.	FALSE	
ENST00000342085	NM_002613.4	ENST00000342085	NM_002613.4	5170	PDPK1	FALSE			PDPK1 encodes a serine/threonine kinase involved in the PI3K signaling pathway. Amplifications of PDPK1 are found in breast and thyroid cancers.	FALSE	
ENST00000315596	NM_015032.3	ENST00000315596	NM_015032.3	23047	PDS5B	FALSE			PDS5B, a cohesin regulatory protein, is recurrently altered by mutation and deletion in hematologic malignancies and solid tumors.	TRUE	
ENST00000525115	NM_001258311.1	ENST00000525115	NM_001258311.1	79605	PGBD5	TRUE			PGBD5, a DNA transposase that mediates transposon movement in the genome, is involved in the initiation of chromosomal rearrangements in childhood cancers.	FALSE	
ENST00000325455	NM_000926.4	ENST00000325455	NM_000926.4	5241	PGR	TRUE			PGR encodes the progesterone receptor which mediates the effects of progesterone, playing a central role in reproductive events. PGR expression is common in breast and endometrial tumors and is predictive for response to endocrine therapy.	FALSE	
ENST00000332070	NM_001015877.1	ENST00000332070	NM_001015877.1	84295	PHF6	FALSE			PHF6, a chromatin binding protein, is frequently altered by mutation and deletion in a range of hematologic malignancies.	TRUE	
ENST00000226382	NM_003924.3	ENST00000226382	NM_003924.3	8929	PHOX2B	FALSE			PHOX2B encodes a transcription factor involved in neural development. Germline mutations of PHOX2B are associated with congenital central hypoventilation syndrome and Hirschprung's disease and predispose to neuroblastomas.	TRUE	
ENST00000333590	NM_002641.3	ENST00000333590	NM_002641.3	5277	PIGA	FALSE			PIGA, an enzyme involved in the synthesis of GPI membrane attachments, is recurrently altered in hematologic malignancies.	TRUE	
ENST00000266497	NM_004570.4	ENST00000433979	NM_004570.4	5288	PIK3C2G	FALSE			PIK3C2G encodes a kinase involved in cell proliferation, oncogenic transformation and protein trafficking signaling pathways. Inactivating mutations of PIK3C2G are found in melanomas and lung and gastrointestinal cancers.	FALSE	
ENST00000262039	NM_002647.2	ENST00000262039	NM_002647.2	5289	PIK3C3	FALSE			PIK3C3 encodes a kinase involved in maturation of autophagosomes and lysosomes. Inactivating mutations or deletions of PIK3C3 are found in melanoma, uterine, lung, gastrointestinal, urothelial and pancreatic cancers.	FALSE	
ENST00000263967	NM_006218.2	ENST00000263967	NM_006218.2	5290	PIK3CA	TRUE	1		PIK3CA, the catalytic subunit of PI3-kinase, is frequently mutated in a diverse range of cancers including breast, endometrial and cervical cancers.	FALSE	
ENST00000289153	NM_006219.2	ENST00000289153	NM_006219.2	5291	PIK3CB	TRUE			PIK3CB, a catalytic subunit of PI3-kinase, is altered by amplification or mutation in various cancer types.	FALSE	
ENST00000377346	NM_005026.3	ENST00000377346	NM_005026.3	5293	PIK3CD	TRUE			PIK3CD encodes a kinase involved in immune cell regulation. Inactivating mutations of PIK3CD are found in uterine, endometrial and colorectal cancers, among others.	FALSE	
ENST00000359195	NM_002649.2	ENST00000359195	NM_002649.2	5294	PIK3CG	TRUE			PIK3CG encodes a kinase involved in modulation of the extracellular signal. Inactivating mutations of PIK3CG are found in uterine, endometrial, skin and lung cancers, among others.	FALSE	
ENST00000274335	NM_181523.2	ENST00000521381	NM_181523.2	5295	PIK3R1	FALSE			PIK3R1, the regulatory subunit of PI3-kinase, is mutated in various cancers, most frequently in glioma, endometrial and colorectal cancers.	TRUE	
ENST00000222254	NM_005027.3	ENST00000222254	NM_005027.3	5296	PIK3R2	FALSE			PIK3R2 encodes a regulatory subunit of PI3-kinase, a component of the pro-oncogenic PI3-kinase/AKT/mTOR signaling pathway. PIK3R2 is mutated at low frequencies in a diverse range of cancer.	TRUE	
ENST00000262741	NM_003629.3	ENST00000262741	NM_003629.3	8503	PIK3R3	FALSE			PIK3R3 encodes a kinase involved in insulin-like growth factor 1 receptor signaling. Inactivating mutations of PIK3R3 are found in stomach and uterine cancers.	TRUE	
ENST00000373509	NM_002648.3	ENST00000373509	NM_002648.3	5292	PIM1	FALSE			PIM1 encodes a serine/threonine kinase involved in cell survival and proliferation. Mutations of PIM1 are found in lymphomas.	FALSE	
ENST00000373271	NM_182811.1	ENST00000373271	NM_182811.1	5335	PLCG1	TRUE			PLCG1, a phospholipase-C signaling molecule, is recurrently mutated in hematologic malignancies.	FALSE	
ENST00000359376	NM_002661.3	ENST00000564138	NM_002661.3	5336	PLCG2	TRUE			PLCG2 encodes an enzyme involved in transmembrane signaling. Mutations of PLCG2 are associated with autoimmunity and immune dysregulation and resistance to Ibrutinib therapy in patients with CLL.	FALSE	
ENST00000274289	NM_006622.3	ENST00000274289	NM_006622.3	10769	PLK2	FALSE			PLK2 encodes a tumor suppressor involved in cell cycle progression. PLK2 mediates chemotherapy sensitivity and resistance, apoptosis, and proliferation in cancer cells.	FALSE	
ENST00000316660	NM_021127.2	ENST00000316660	NM_021127.2	5366	PMAIP1	FALSE			PMAIP1 is involved in promoting cell death (apoptosis). Mutations and deletions of PMAIP1 are found in lymphomas and leukemias.	TRUE	
ENST00000441310	NM_000534.4	ENST00000441310	NM_000534.4	5378	PMS1	FALSE			PMS1 is involved in DNA mismatch repair.	TRUE	
ENST00000265849	NM_000535.5	ENST00000265849	NM_000535.5	5395	PMS2	FALSE			PMS2 encodes a tumor suppressor involved in DNA mismatch repair. Germline mutations of PMS2 are associated with Lynch Syndrome and predispose to colorectal cancer.	TRUE	
ENST00000336032	NM_006813.2	ENST00000336032	NM_006813.2	10957	PNRC1	FALSE			PNRC1 is a nuclear receptor activator that modulates transcription of a variety of nuclear receptors. It is widely expressed in normal tissue, whereas downregulation and, in some cases, upregulation have been observed in solid cancers, including breast, gastric, hepatocellular and colorectal carcinomas.	FALSE	
ENST00000440232	NM_002691.3	ENST00000440232	NM_002691.3	5424	POLD1	FALSE			POLD1 encodes an enzyme involved in DNA replication and repair. Germline mutations of POLD1 predispose to colorectal and endometrial cancers.	TRUE	
ENST00000320574	NM_006231.2	ENST00000320574	NM_006231.2	5426	POLE	FALSE			POLE encodes the catalytic subunit of DNA polymerase epsilon, an enzyme involved in DNA replication and repair. Select POLE mutations lead to ultra-high mutation rates, most frequently in endometrial and colorectal cancer.	TRUE	
ENST00000357628	NM_015450.2	ENST00000357628	NM_015450.2	25913	POT1	FALSE			POT1, a tumor suppressor that functions as a telomere binding protein, is altered by mutation in hematologic malignancies.	TRUE	
ENST00000287820	NM_015869.4	ENST00000287820	NM_015869.4	5468	PPARG	TRUE			PPARG, a nuclear receptor, is known to behave as an oncoprotein when fused with with PAX8 in thyroid cancer.	FALSE	
ENST00000305921	NM_003620.3	ENST00000305921	NM_003620.3	8493	PPM1D	TRUE			PPM1D, a protein phosphatase, is altered by mutation in various solid and hematologic malignancies including in therapy-related hematopoietic disorders.	FALSE	
ENST00000322088	NM_014225.5	ENST00000322088	NM_014225.5	5518	PPP2R1A	FALSE			PPP2R1A encodes a serine/threonine phosphatase that regulates cell growth and division. PPP2R1A is frequently mutated in endometrial and ovarian cancers.	TRUE	
ENST00000380737	NM_002717.3	ENST00000380737	NM_002717.3	5520	PPP2R2A	FALSE			PPP2R2A, a subunit of the PP2A phosphatase, is altered by mutation and deletion in various cancer types.	TRUE	
ENST00000356692	NM_174907.2	ENST00000356692	NM_174907.2	151987	PPP4R2	FALSE			PPP4R2, a regulatory subunit of a protein phosphatase, plays a vital role in DNA double strand break repair.	FALSE	
ENST00000373547	NM_002721.4	ENST00000373547	NM_002721.4	5537	PPP6C	FALSE			PPP6C encodes a serine/threonine phosphatase involved in cell cycle progression and DNA double-strand break repair. Aberrant expression of PPP6C is found in melanomas, hepatocellular carcinomas, mesotheliomas and glioblastomas.	TRUE	
ENST00000369096	NM_001198.3	ENST00000369096	NM_001198.3	639	PRDM1	FALSE			PRDM1 encodes a transcriptional repressor involved in the cellular response to viral infection and B-cell differentiation. Deletions of PRDM1 are found in diffuse large B-cell lymphomas and prostate cancer.	TRUE	
ENST00000276594	NM_024504.3	ENST00000276594	NM_024504.3	63978	PRDM14	FALSE			PRDM14, a transcriptional regulator, is amplified and overexpressed in breast cancer.	FALSE	
ENST00000288368	NM_024870.2	ENST00000288368	NM_024870.2	80243	PREX2	FALSE			PREX2, a positive mediator of RAC1 GTPase, is predominantly mutated in melanomas.	FALSE	
ENST00000308677	NM_002730.3	ENST00000308677	NM_002730.3	5566	PRKACA	TRUE			PRKACA, a catalytic subunit of protein kinase A, is predominately altered by chromosomal rearrangement in various types of hepatocellular carcinoma.	FALSE	
ENST00000358598	NM_212471.2	ENST00000358598	NM_212471.2	5573	PRKAR1A	FALSE			PRKAR1A encodes for a regulatory subunit of protein kinase A. Mutations are associated with Carney complex syndrome and adrenocortical tumors.	FALSE	
ENST00000295797	NM_002740.5	ENST00000295797	NM_002740.5	5584	PRKCI	TRUE			PRKCI, a serine/threonine kinase, is frequently altered by amplification across various cancers.	FALSE	
ENST00000331968	NM_002742.2	ENST00000331968	NM_002742.2	5587	PRKD1	FALSE			PRKD1, a serine/threonine kinase, is mutated in salivary gland carcinomas.	FALSE	
ENST00000366898	NM_004562.2	ENST00000366898	NM_004562.2	5071	PRKN	FALSE			PRKN encodes a tumor suppressor invovled in tagging cellular proteins for degradation. PRKN is inactivated in various cancer types, and its dysfunction is associated with hereditary Parkinson's disease.	TRUE	
ENST00000311737	NM_002769.4	ENST00000311737	NM_002769.4	5644	PRSS1	FALSE			PRSS1 encodes the digestive pro-enzyme trypsinogen, which is activated in the small intestine. Mutations in PRSS1 are associated with pancreatitis and increased risk of pancreatic cancer.	FALSE	
ENST00000331920	NM_000264.3	ENST00000331920	NM_000264.3	5727	PTCH1	FALSE	3A		PTCH1, a tumor suppressor and inhibitor of the hedgehog pathway, is recurrently mutated in basal cell carcinoma.	TRUE	
ENST00000371953	NM_000314.4	ENST00000371953	NM_000314.4	5728	PTEN	FALSE	4		PTEN, a lipid and protein phosphatase, is one of the most frequently mutated genes in cancer.	TRUE	
ENST00000370651	NM_003463.4	ENST00000626021	NM_003463.4	7803	PTP4A1	FALSE			PTP4A1, a protein tyrosine phosphatase, is altered by amplification at low frequencies in various cancers.	FALSE	
ENST00000371621	NM_001278618.1	ENST00000371621	NM_001278618.1	5770	PTPN1	TRUE			PTPN1, a tyrosine phosphatase, is recurrently altered by mutation, fusion, deletion, and amplification in a variety of cancer types.	TRUE	
ENST00000351677	NM_002834.3	ENST00000351677	NM_002834.3	5781	PTPN11	TRUE			PTPN11, a protein tyrosine phosphatase, is altered in various solid and hematologic malignancies.	FALSE	
ENST00000309660	NM_002828.3	ENST00000309660	NM_002828.3	5771	PTPN2	FALSE			PTPN2, a tyrosine phosphatase, is recurrently altered by mutation and deletion in lymphomas.	TRUE	
ENST00000356435	NM_002839.3	ENST00000356435	NM_002839.3	5789	PTPRD	FALSE			PTPRD, a tumor suppressor and receptor protein tyrosine phosphatase, is altered by mutation or deletion in various cancer types including skin and lung cancers.	TRUE	
ENST00000357368	NM_002850.3	ENST00000587303	NM_002850.3	5802	PTPRS	FALSE			PTPRS encodes a tyrosine phosphatase involved in regulation of synapse structure, function and plasticity in the central nervous system. Mutations, altered expression and microdeletions of PTPRS are found in colorectal, head and neck and ovarian cancers, among others.	TRUE	
ENST00000373198	NM_133170.3	ENST00000373198	NM_133170.3	11122	PTPRT	FALSE			PTPRT encodes a tyrosine phosphatase involved in cell adhesion. Mutations of PTPRT are found in colon, lung, skin and head and neck cancers, among others.	TRUE	
ENST00000229340	NM_006861.6	ENST00000229340	NM_006861.6	11021	RAB35	TRUE			RAB35 encodes a member of the Ras superfamily of small GTPases that signals through the pro-oncogenic PI3-kinase pathway.	FALSE	
ENST00000356142	NM_018890.3	ENST00000356142	NM_018890.3	5879	RAC1	TRUE			RAC1 encodes a RAS superfamily small GTPase involved in the regulation of cell adhesion, differentiation and migration. RAC1 is predominantly mutated in melanoma and has several well-defined hotspot mutations.	FALSE	
ENST00000249071	NM_002872.4	ENST00000249071	NM_002872.4	5880	RAC2	TRUE			RAC2 is a small GTPase that is implicated in promoting tumor growth, angiogenesis and metastasis.	FALSE	
ENST00000297338	NM_006265.2	ENST00000297338	NM_006265.2	5885	RAD21	FALSE			RAD21 encodes a protein involved in DNA repair and chromosome segregation. Germline mutations of RAD21 are associated with an increased risk of developing breast cancer.	TRUE	
ENST00000265335	NM_005732.3	ENST00000378823	NM_005732.3	10111	RAD50	FALSE			RAD50 encodes a component of protein complex critical to DNA double-stranded-break end processing. Select germline mutations of RAD50 predispose to breast cancer.	TRUE	
ENST00000267868	NM_002875.4	ENST00000267868	NM_002875.4	5888	RAD51	FALSE			RAD51 encodes a protein involved in DNA double-strand break repair. Germline mutations or overexpression of RAD51 are associated with an increased risk of developing breast cancer.	TRUE	
ENST00000487270	NM_133509.3	ENST00000487270	NM_133509.3	5890	RAD51B	FALSE	1		RAD51B, a DNA repair protein involved in homologous recombination, is altered by mutation in various cancer types.	TRUE	
ENST00000337432	NM_058216.2	ENST00000337432	NM_058216.2	5889	RAD51C	FALSE	1		RAD51C is a protein involved in DNA double-strand break repair. Germline mutations of RAD51C are associated with an increased risk of breast and ovarian cancer.	TRUE	
ENST00000345365	NM_002878	ENST00000345365		5892	RAD51D	FALSE	1		RAD51D encodes a protein involved in DNA double-strand break repair. Germline mutations of RAD51D are associated with an increased risk of developing breast and ovarian cancer.	TRUE	
ENST00000358495	NM_134424.2	ENST00000358495	NM_134424.2	5893	RAD52	FALSE			RAD52, a DNA repair protein, is inactivated by mutation in hereditary breast and ovarian cancers.	FALSE	
ENST00000371975	NM_001142548.1	ENST00000371975	NM_001142548.1	8438	RAD54L	FALSE	1		RAD54L encodes a protein involved in DNA double-strand break repair. Mutations of RAD54L are found in non-Hodgkin lymphoma and chronic lymphocytic leukemia, among other cancers.	FALSE	
ENST00000251849	NM_002880.3	ENST00000251849	NM_002880.3	5894	RAF1	TRUE	3A		RAF1 (CRAF), an intracellular kinase and component of the pro-oncogenic MAP-kinase signaling pathway, is infrequently mutated in cancer. Germline mutations of RAF1 are associated with Noonan and LEOPARD syndrome.	FALSE	
ENST00000254066	NM_000964.3	ENST00000254066	NM_000964.3	5914	RARA	FALSE			RARA, a transcription factor, is altered by mutation or amplification in various solid tumors and is recurrently altered by chromosomal rearrangement in acute promyelocytic leukemia.	FALSE	
ENST00000274376	NM_002890.2	ENST00000274376	NM_002890.2	5921	RASA1	FALSE			RASA1, a GTPase-activating protein (GAP) and negative regulator of RAS, is deleted or mutated in a number of cancers.	TRUE	
ENST00000267163	NM_000321.2	ENST00000267163	NM_000321.2	5925	RB1	FALSE			RB1, a regulator of the cell cycle, is inactivated by mutation, deletion or allelic loss in various cancer types, including retinoblastoma and lung cancer.	TRUE	
ENST00000329236	NM_001204468.1	ENST00000628161	NM_001204468.1	8241	RBM10	FALSE			RBM10 encodes a member of the RNA-binding motif gene family that is implicated in regulating mRNA alternative splicing. RBM10 is mutated in various human cancers, and also identified as a susceptibility gene in TARP syndrome.	TRUE	
ENST00000369784	NM_022768.4	ENST00000369784	NM_022768.4	64783	RBM15	TRUE			RBM15, an RNA binding protein, is altered by chromosomal rearrangement in hematologic malignancies.	TRUE	
ENST00000421138	NM_032941.2	ENST00000421138	NM_032941.2	5965	RECQL	FALSE			RECQL, a DNA helicase, is a germline breast cancer susceptibility gene.	TRUE	
ENST00000428558	ENST00000428558	ENST00000617875	ENST00000428558	9401	RECQL4	FALSE			RECQL4 encodes a DNA helicase that is involved in DNA replication and repair. Germline mutations of RECQL4 are associated with Rothmund-Thomson, RAPADILINO and Baller-Gerold syndromes and predispose to osteosarcomas, among other cancers.	TRUE	
ENST00000295025	NM_002908.2	ENST00000295025	NM_002908.2	5966	REL	TRUE			REL, a transcription factor, is most frequently altered by mutation or amplification in B-cell lymphomas.	FALSE	
ENST00000428762	NM_005045.3	ENST00000428762	NM_005045.3	5649	RELN	FALSE			RELN, an extracellular glycoprotein involved in neuronal migration, is altered by mutation in neurological disorders and in solid and hematologic malignancies.	FALSE	
ENST00000309042	NM_001193508.1	ENST00000309042	NM_001193508.1	5978	REST	FALSE			REST, a transcriptional repressor, is altered by mutation in various cancer types. Germline mutations of REST are associated with Wilm's tumor.	TRUE	
ENST00000355710	NM_020975.4	ENST00000355710	NM_020975.4	5979	RET	TRUE	1		RET, a receptor tyrosine kinase, is altered by mutation in medullary thyroid cancers and by chromosomal rearrangement in lung cancers, papillary thyroid cancers, and rarely, other solid tumors.	FALSE	
ENST00000262187	NM_005614.3	ENST00000262187	NM_005614.3	6009	RHEB	TRUE			RHEB encodes the protein Ras homolog enriched in brain (RHEB), a GTPase that is a direct upstream activator of the mTOR pathway. While RHEB is infrequently mutated in human cancer, it has been shown to be overexpressed in many cancer types, likely due to amplifications and/or post-transcriptional regulation.	FALSE	
ENST00000418115	NM_001664.2	ENST00000418115	NM_001664.2	387	RHOA	TRUE			RHOA, a GTPase, is altered in various solid and hematologic malignancies.	FALSE	
ENST00000357387	NM_152756.3	ENST00000357387	NM_152756.3	253260	RICTOR	TRUE			RICTOR, a core component of the oncogenic mTOR2 complex, is altered by amplification or mutation in various cancer types.	FALSE	
ENST00000368323	NM_006912.5	ENST00000368323	NM_006912.5	6016	RIT1	TRUE			RIT1 encodes a RAS-related GTPase that plays a role in neuronal development and differentiation. Activating mutations in RIT1 are frequent in Noonan syndrome and are found in a variety of cancers, including lung adenocarcinoma, hepatocellular carcinoma and myeloid malignancies.	FALSE	
ENST00000407977	NM_017763.4	ENST00000407977	NM_017763.4	54894	RNF43	FALSE			RNF43, a ubiquitin ligase, is mutated in various cancers including gastrointestinal and gynecological cancers.	TRUE	
ENST00000464233	NM_002941.3	ENST00000464233	NM_002941.3	6091	ROBO1	FALSE			ROBO1, a signaling protein and axon guidance receptor, is recurrently altered by mutation and deletion in a range of hematopoietic and solid tumors. Germline mutations in ROBO1 are also found in families with a predisposition for both breast and colon cancer risk.	TRUE	
ENST00000368508	NM_002944.2	ENST00000368508	NM_002944.2	6098	ROS1	TRUE	1		ROS1, a receptor tyrosine kinase, is altered by mutation or chromosomal rearrangement in a diverse range of cancers, including lung cancer.	FALSE	
ENST00000334205	NM_003942.2	ENST00000334205	NM_003942.2	8986	RPS6KA4	TRUE			RPS6KA4 encodes a serine/threonine kinase involved in the MAPK signaling pathway. RPS6KA4 regulates several oncogenes and is a potential chemotherapeutic target.	FALSE	
ENST00000312629	NM_003952.2	ENST00000312629	NM_003952.2	6199	RPS6KB2	TRUE			RPS6KB2 encodes a serine/threonine kinase involved in protein translation, cell proliferation and survival. Copy number alterations and mutations of RPS6KB2 are found in various cancers and are associated with poor prognosis.	FALSE	
ENST00000306801	NM_020761.2	ENST00000306801	NM_020761.2	57521	RPTOR	TRUE			RPTOR encodes a scaffolding protein in the mTORC1 complex that regulates protein synthesis.	FALSE	
ENST00000373001	NM_022157.3	ENST00000373001	NM_022157.3	64121	RRAGC	TRUE			RRAGC, an mTORC1 activator, is mutated in follicular lymphomas.	FALSE	
ENST00000246792	NM_006270.3	ENST00000246792	NM_006270.3	6237	RRAS	TRUE			RRAS is a small GTPase, and mutations in this gene are found in disorders termed "RASopathies" as well as in hematologic and pediatric cancers.	FALSE	
ENST00000256196	NM_012250.5	ENST00000256196	NM_012250.5	22800	RRAS2	TRUE			RRAS2, a small GTPase, is altered frequently by amplification or missense mutations in various cancers.	FALSE	
ENST00000508582	NM_032957.4	ENST00000508582	NM_032957.4	51750	RTEL1	FALSE			RTEL1 is a helicase important for regulating telomere length in which germline mutations are associated with dyskeratosis congenital and Hoyerall-Hreidarsson syndrome.	TRUE	
ENST00000300305	NM_001754.4	ENST00000300305	NM_001754.4	861	RUNX1	FALSE			RUNX1, a transcription factor involved in hematopoietic differentiation, is altered by mutation or chromosomal rearrangement in various hematologic malignancies.	TRUE	
ENST00000265814	NM_001198626.1	ENST00000265814	NM_001198626.1	862	RUNX1T1	TRUE			RUNX1T1, a transcriptional repressor, is recurrently altered by fusion in acute myeloid leukemias.	FALSE	
ENST00000481739	NM_002957.4	ENST00000481739	NM_002957.4	6256	RXRA	FALSE			RXRA is a nuclear receptor and a transcriptional regulator, and deficiency of RXRA cause hyperplasia and aberrant differentiation in skin and prostate.	FALSE	
ENST00000477973	NM_012234.5	ENST00000477973	NM_012234.5	23429	RYBP	FALSE			RYBP is a transcriptional repressor with a possible tumor-suppressor function. It is frequently lost in prostate cancer.	TRUE	
ENST00000262878	NM_015474.3	ENST00000646673	NM_015474.3	25939	SAMHD1	FALSE			SAMHD1, a deoxynucleoside triphosphate triphosphohydrolase involved in cellular dNTP homeostasis, is recurrently altered by mutation in chronic lymphocytic leukemia.	TRUE	
ENST00000300175	NM_001144757.1	ENST00000300175	NM_001144757.1	6447	SCG5	TRUE			SCG5, a secreted chaperone protein, is infrequently altered by amplification and mutation in neuroendocrine tumors. Germline mutations in SCG5 are associated with hereditary mixed polyposis syndrome and predispose to colorectal cancers.	FALSE	
ENST00000264932	NM_004168.2	ENST00000264932	NM_004168.2	6389	SDHA	FALSE			SDHA encodes a tumor suppressor involved in the electron transport chain. Germline mutations of SDHA are associated with paraganglioma and pheochromocytoma and predispose to gastrointestinal cancers.	TRUE	
ENST00000301761	NM_017841.2	ENST00000301761	NM_017841.2	54949	SDHAF2	FALSE			SDHAF2 encodes a tumor suppressor involved in the electron transport chain. Germline mutations of SDHAF2 are associated with head and neck parangangliomas.	TRUE	
ENST00000375499	NM_003000.2	ENST00000375499	NM_003000.2	6390	SDHB	FALSE			SDHB encodes an enzyme involved in the electron transport chain. Germline mutations of SDHB are associated with pheochromocytomas and paragangliomas and gastrointestinal, renal cell and pituitary cancers.	TRUE	
ENST00000367975	NM_003001.3	ENST00000367975	NM_003001.3	6391	SDHC	FALSE			SDHC encodes an enzyme involved in the electron transport chain. Germline mutations of SDHC are associated with pheochromocytomas and paragangliomas and gastrointestinal, renal cell and pituitary cancers.	TRUE	
ENST00000375549	NM_003002.3	ENST00000375549	NM_003002.3	6392	SDHD	FALSE			SDHD encodes an enzyme involved in the electron transport chain. Germline mutations of SDHD are associated with pheochromocytomas and paragangliomas and gastrointestinal, renal cell and pituitary cancers.	TRUE	
ENST00000283752	NM_006919.2	ENST00000283752	NM_006919.2	6317	SERPINB3	TRUE			SERPINB3, a serine protease inhibitor, is altered by mutation in solid tumors. Somatic mutations of SERPINB3 may be predictive of improved response to immunotherapy.	TRUE	
ENST00000341074	NM_002974.3	ENST00000341074	NM_002974.3	6318	SERPINB4	FALSE			SERPINB4, a serine protease inhibitor, is altered by mutation in solid tumors.	FALSE	
